observation_id,observed_at,location_id,location_name,district,latitude,longitude,vehicle_type,speed_kmh,direction,sensor_id
OBS-0002843,2026-02-19 14:48:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,22.7,N,CAM-05-2
OBS-0002844,2026-03-02 18:05:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,17.9,S,CAM-06-1
OBS-0002845,2026-02-22 09:40:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,26.0,N,CAM-06-2
OBS-0002846,2026-03-09 05:03:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,23.4,E,CAM-05-1
OBS-0002847,2026-02-26 08:17:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,37.2,E,CAM-05-3
OBS-0002848,2026-01-25 21:45:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,42.3,W,CAM-04-1
OBS-0002849,2026-01-14 21:29:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,39.4,S,CAM-05-3
OBS-0002850,2026-03-07 21:34:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,bus,37.5,E,CAM-01-2
OBS-0002851,2026-02-17 01:33:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,39.3,E,CAM-06-1
OBS-0002852,2026-02-15 09:26:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,18.6,N,CAM-01-1
OBS-0002853,2026-02-19 18:55:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,12.2,S,CAM-01-1
OBS-0002854,2026-01-28 15:41:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,29.7,E,CAM-04-2
OBS-0002855,2026-03-03 21:14:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,25.9,W,CAM-04-2
OBS-0002856,2026-01-10 18:35:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,32.4,S,CAM-06-2
OBS-0002857,2026-01-25 08:12:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,17.5,S,CAM-06-2
OBS-0002858,2026-01-24 18:20:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,28.4,N,CAM-04-1
OBS-0002859,2026-03-18 13:42:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,truck,43.3,N,CAM-06-3
OBS-0002860,2026-03-03 12:45:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,37.6,N,CAM-06-2
OBS-0002861,2026-02-23 22:30:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,45.9,N,CAM-06-3
OBS-0002862,2026-02-03 01:13:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,30.0,S,CAM-03-1
OBS-0002863,2026-01-11 22:49:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,29.6,E,CAM-04-1
OBS-0002864,2026-03-11 10:07:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,33.0,N,CAM-01-2
OBS-0002865,2026-02-26 10:31:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,34.3,E,CAM-03-3
OBS-0002866,2026-01-26 22:24:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,28.0,W,CAM-05-2
OBS-0002867,2026-01-24 12:12:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,36.6,W,CAM-03-1
OBS-0002868,2026-03-31 21:06:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,37.6,E,CAM-05-1
OBS-0002869,2026-02-23 07:23:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,17.3,N,CAM-02-3
OBS-0002870,2026-01-12 22:57:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,41.3,S,CAM-02-2
OBS-0002871,2026-03-30 06:55:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,37.9,E,CAM-02-2
OBS-0002872,2026-02-08 02:31:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,38.5,E,CAM-03-2
OBS-0002873,2026-01-26 14:11:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,25.4,E,CAM-01-1
OBS-0002874,2026-02-03 04:08:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,43.4,S,CAM-04-2
OBS-0002875,2026-01-25 15:36:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,30.6,S,CAM-04-2
OBS-0002876,2026-02-05 08:26:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,24.2,E,CAM-02-1
OBS-0002877,2026-03-22 16:54:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,26.3,N,CAM-06-2
OBS-0002878,2026-03-15 16:16:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,11.9,S,CAM-03-2
OBS-0002879,2026-02-03 11:40:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,39.2,N,CAM-04-3
OBS-0002880,2026-02-18 14:56:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,36.7,E,CAM-01-1
OBS-0002881,2026-03-27 15:12:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,34.1,N,CAM-01-3
OBS-0002882,2026-03-26 22:55:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,30.8,W,CAM-02-1
OBS-0002883,2026-01-02 02:08:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,51.5,W,CAM-06-3
OBS-0002884,2026-01-03 19:48:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,25.5,S,CAM-06-2
OBS-0002885,2026-03-09 23:10:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,40.2,N,CAM-02-1
OBS-0002886,2026-03-11 20:59:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,44.0,W,CAM-03-3
OBS-0002887,2026-01-09 01:09:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,29.6,W,CAM-02-3
OBS-0002888,2026-01-12 22:50:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,32.1,S,CAM-02-3
OBS-0002889,2026-03-10 06:32:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,38.0,E,CAM-06-3
OBS-0002890,2026-02-06 23:58:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,bus,37.2,N,CAM-05-1
OBS-0002891,2026-02-07 05:02:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,21.4,N,CAM-05-2
OBS-0002892,2026-01-22 12:43:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,36.1,W,CAM-04-1
OBS-0002893,2026-01-09 00:47:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,50.6,N,CAM-02-2
OBS-0002894,2026-02-09 10:42:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,47.7,W,CAM-05-1
OBS-0002895,2026-01-31 00:46:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,44.7,E,CAM-05-1
OBS-0002896,2026-02-18 20:41:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,50.6,S,CAM-05-3
OBS-0002897,2026-03-09 12:26:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,39.7,N,CAM-06-2
OBS-0002898,2026-01-25 17:24:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,16.5,W,CAM-03-3
OBS-0002899,2026-03-20 05:35:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,35.3,E,CAM-04-3
OBS-0002900,2026-03-08 01:45:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,36.5,S,CAM-04-1
OBS-0002901,2026-03-19 13:14:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,36.5,W,CAM-05-1
OBS-0002902,2026-01-05 08:46:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,34.0,S,CAM-02-2
OBS-0002903,2026-02-08 07:03:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,33.8,S,CAM-05-1
OBS-0002904,2026-02-02 15:16:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,36.1,N,CAM-05-1
OBS-0002905,2026-01-22 04:02:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,28.6,E,CAM-05-3
OBS-0002906,2026-02-23 15:34:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,48.3,W,CAM-03-2
OBS-0002907,2026-03-16 13:05:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,25.4,S,CAM-06-1
OBS-0002908,2026-02-10 00:50:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,40.6,W,CAM-05-1
OBS-0002909,2026-01-11 10:36:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,37.5,E,CAM-01-3
OBS-0002910,2026-03-26 12:39:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,44.2,N,CAM-02-3
OBS-0002911,2026-03-28 06:35:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,27.2,W,CAM-01-1
OBS-0002912,2026-03-19 11:43:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,38.3,S,CAM-01-2
OBS-0002913,2026-02-06 11:37:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,39.0,S,CAM-01-1
OBS-0002914,2026-02-11 06:01:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,37.4,E,CAM-04-2
OBS-0002915,2026-03-16 02:02:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,30.7,N,CAM-03-2
OBS-0002916,2026-02-12 06:34:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,50.6,N,CAM-04-3
OBS-0002917,2026-03-30 06:42:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,32.8,W,CAM-03-3
OBS-0002918,2026-03-12 20:36:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,29.6,N,CAM-01-2
OBS-0002919,2026-02-14 05:21:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,41.2,E,CAM-03-2
OBS-0002920,2026-03-25 18:59:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,truck,29.1,W,CAM-04-1
OBS-0002921,2026-01-27 04:21:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,40.7,N,CAM-02-1
OBS-0002922,2026-01-25 18:19:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,28.7,S,CAM-03-2
OBS-0002923,2026-03-01 21:15:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,51.0,N,CAM-02-3
OBS-0002924,2026-03-27 00:45:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,31.9,S,CAM-05-2
OBS-0002925,2026-03-18 15:09:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,43.9,S,CAM-01-1
OBS-0002926,2026-02-20 01:53:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,42.9,N,CAM-05-2
OBS-0002927,2026-02-01 16:52:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,23.2,N,CAM-04-2
OBS-0002928,2026-01-15 19:18:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,27.1,E,CAM-05-1
OBS-0002929,2026-03-12 04:30:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,26.8,S,CAM-02-1
OBS-0002930,2026-01-25 01:00:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,truck,53.2,E,CAM-04-3
OBS-0002931,2026-01-12 02:58:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,38.4,W,CAM-06-2
OBS-0002932,2026-01-26 03:26:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,35.9,E,CAM-04-3
OBS-0002933,2026-03-06 16:35:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,bus,6.0,W,CAM-04-3
OBS-0002934,2026-02-03 08:49:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,29.0,E,CAM-06-1
OBS-0002935,2026-02-09 10:11:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,33.6,N,CAM-03-2
OBS-0002936,2026-03-08 11:37:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,37.0,E,CAM-01-3
OBS-0002937,2026-01-13 00:35:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,49.6,N,CAM-03-1
OBS-0002938,2026-03-09 18:26:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,21.4,S,CAM-02-1
OBS-0002939,2026-02-25 11:33:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,40.5,W,CAM-01-2
OBS-0002940,2026-03-16 18:16:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,17.4,W,CAM-03-1
OBS-0002941,2026-01-16 01:38:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,41.5,N,CAM-05-1
OBS-0002942,2026-01-08 22:05:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,41.7,E,CAM-03-2
OBS-0002943,2026-02-12 04:48:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,46.6,E,CAM-02-1
OBS-0002944,2026-01-27 05:24:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,39.2,S,CAM-05-3
OBS-0002945,2026-02-19 20:43:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,31.5,W,CAM-03-3
OBS-0002946,2026-03-20 21:41:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,37.4,W,CAM-01-3
OBS-0002947,2026-02-01 09:42:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,19.5,S,CAM-02-3
OBS-0002948,2026-01-04 05:58:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,truck,33.5,E,CAM-03-1
OBS-0002949,2026-01-01 15:53:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,48.5,N,CAM-04-3
OBS-0002950,2026-01-14 15:44:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,46.0,N,CAM-06-3
OBS-0002951,2026-02-17 23:56:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,32.6,W,CAM-05-3
OBS-0002952,2026-03-05 00:31:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,36.0,N,CAM-04-3
OBS-0002953,2026-03-06 03:40:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,17.9,W,CAM-05-2
OBS-0002954,2026-01-20 17:06:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,26.6,N,CAM-02-1
OBS-0002955,2026-02-10 21:20:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,34.0,W,CAM-06-3
OBS-0002956,2026-02-26 12:28:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,36.5,N,CAM-02-2
OBS-0002957,2026-01-08 04:28:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,39.7,W,CAM-03-1
OBS-0002958,2026-01-06 11:28:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,25.9,E,CAM-04-1
OBS-0002959,2026-02-16 19:02:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,22.2,W,CAM-04-1
OBS-0002960,2026-03-11 08:27:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,20.3,N,CAM-04-3
OBS-0002961,2026-03-06 13:52:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,36.3,S,CAM-03-1
OBS-0002962,2026-03-06 12:25:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,37.9,N,CAM-03-2
OBS-0002963,2026-02-14 14:35:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,28.7,E,CAM-06-1
OBS-0002964,2026-01-01 20:06:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,35.7,W,CAM-06-2
OBS-0002965,2026-02-10 12:02:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,38.9,W,CAM-01-2
OBS-0002966,2026-03-24 22:05:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,43.4,W,CAM-06-3
OBS-0002967,2026-01-03 10:58:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,33.0,S,CAM-01-3
OBS-0002968,2026-02-11 11:18:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,41.7,W,CAM-05-1
OBS-0002969,2026-01-28 09:47:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,36.1,N,CAM-01-1
OBS-0002970,2026-02-22 02:41:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,truck,25.1,N,CAM-01-2
OBS-0002971,2026-02-01 23:51:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,35.3,S,CAM-03-2
OBS-0002972,2026-01-11 23:59:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,48.7,S,CAM-06-1
OBS-0002973,2026-02-27 05:43:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,bus,26.6,N,CAM-02-2
OBS-0002974,2026-03-01 09:39:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,24.8,S,CAM-04-2
OBS-0002975,2026-02-20 19:32:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,17.0,S,CAM-01-2
OBS-0002976,2026-03-14 20:54:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,29.5,E,CAM-03-1
OBS-0002977,2026-02-24 23:36:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,42.9,N,CAM-03-2
OBS-0002978,2026-02-07 17:55:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,4.7,N,CAM-04-2
OBS-0002979,2026-03-31 03:58:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,truck,45.0,E,CAM-02-3
OBS-0002980,2026-02-14 07:07:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,13.7,N,CAM-04-2
OBS-0002981,2026-02-02 12:33:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,26.9,S,CAM-05-2
OBS-0002982,2026-01-17 11:03:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,31.8,W,CAM-04-2
OBS-0002983,2026-03-15 06:47:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,42.0,W,CAM-06-3
OBS-0002984,2026-02-09 10:58:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,32.0,E,CAM-05-2
OBS-0002985,2026-01-01 09:18:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,25.3,N,CAM-01-1
OBS-0002986,2026-01-13 12:22:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,35.9,S,CAM-04-1
OBS-0002987,2026-02-16 06:23:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,27.3,W,CAM-05-3
OBS-0002988,2026-03-01 20:33:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,28.8,W,CAM-06-1
OBS-0002989,2026-03-01 04:11:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,34.6,N,CAM-05-3
OBS-0002990,2026-01-23 15:57:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,36.5,E,CAM-04-1
OBS-0002991,2026-01-30 15:14:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,55.9,W,CAM-02-1
OBS-0002992,2026-01-16 12:14:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,36.4,S,CAM-02-1
OBS-0002993,2026-01-18 07:33:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,14.2,S,CAM-02-2
OBS-0002994,2026-01-12 09:05:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,8.9,E,CAM-03-3
OBS-0002995,2026-03-28 12:43:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,38.0,E,CAM-06-1
OBS-0002996,2026-01-29 02:33:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,39.6,E,CAM-02-2
OBS-0002997,2026-02-12 10:56:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,35.9,E,CAM-06-2
OBS-0002998,2026-03-19 04:29:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,bus,58.7,N,CAM-02-3
OBS-0002999,2026-01-28 09:47:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,20.8,W,CAM-04-2
OBS-0003000,2026-03-26 18:05:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,20.5,N,CAM-05-3
OBS-0003001,2026-01-18 11:45:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,bus,26.5,E,CAM-05-3
OBS-0003002,2026-03-01 02:43:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,21.2,E,CAM-02-2
OBS-0003003,2026-01-09 16:46:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,bus,13.1,N,CAM-01-2
OBS-0003004,2026-03-25 00:19:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,25.0,E,CAM-01-3
OBS-0003005,2026-02-26 05:34:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,27.6,E,CAM-05-2
OBS-0003006,2026-02-21 20:28:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,truck,37.8,E,CAM-06-2
OBS-0003007,2026-03-11 23:30:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,33.5,W,CAM-06-2
OBS-0003008,2026-01-21 12:29:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,44.3,E,CAM-06-1
OBS-0003009,2026-02-25 17:23:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,bus,14.7,E,CAM-01-2
OBS-0003010,2026-01-31 18:37:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,truck,14.8,W,CAM-03-2
OBS-0003011,2026-02-28 13:36:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,27.6,S,CAM-05-3
OBS-0003012,2026-03-22 17:48:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,31.0,E,CAM-04-3
OBS-0003013,2026-02-06 22:22:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,39.2,E,CAM-02-2
OBS-0003014,2026-03-02 03:55:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,45.6,W,CAM-06-3
OBS-0003015,2026-02-17 11:28:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,36.4,N,CAM-03-2
OBS-0003016,2026-02-22 17:22:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,10.1,E,CAM-04-1
OBS-0003017,2026-03-13 08:20:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,17.0,N,CAM-06-3
OBS-0003018,2026-02-08 21:37:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,30.3,S,CAM-03-2
OBS-0003019,2026-03-01 23:32:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,30.6,S,CAM-06-1
OBS-0003020,2026-03-21 06:35:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,34.0,N,CAM-02-3
OBS-0003021,2026-01-30 11:32:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,42.3,E,CAM-06-3
OBS-0003022,2026-02-19 10:41:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,41.9,W,CAM-01-1
OBS-0003023,2026-01-08 10:25:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,32.7,E,CAM-06-2
OBS-0003024,2026-01-11 23:20:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,42.5,W,CAM-03-1
OBS-0003025,2026-03-23 12:19:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,27.1,W,CAM-03-3
OBS-0003026,2026-02-09 17:04:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,25.4,N,CAM-03-1
OBS-0003027,2026-03-13 03:42:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,26.1,S,CAM-05-1
OBS-0003028,2026-03-11 08:00:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,21.2,S,CAM-05-1
OBS-0003029,2026-01-10 00:03:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,50.6,E,CAM-06-1
OBS-0003030,2026-01-30 14:21:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,29.2,N,CAM-01-3
OBS-0003031,2026-01-24 04:02:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,22.3,N,CAM-03-3
OBS-0003032,2026-03-14 22:30:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,38.1,S,CAM-02-1
OBS-0003033,2026-01-01 05:35:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,51.1,E,CAM-06-2
OBS-0003034,2026-02-26 17:06:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,22.9,E,CAM-02-1
OBS-0003035,2026-01-09 18:49:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,10.2,S,CAM-04-1
OBS-0003036,2026-01-19 19:53:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,truck,26.0,E,CAM-05-1
OBS-0003037,2026-03-25 14:20:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,38.5,N,CAM-05-1
OBS-0003038,2026-01-14 17:38:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,21.5,W,CAM-04-1
OBS-0003039,2026-01-14 21:09:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,39.1,N,CAM-02-3
OBS-0003040,2026-02-12 20:07:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,26.2,E,CAM-05-3
OBS-0003041,2026-03-07 04:02:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,41.7,N,CAM-02-3
OBS-0003042,2026-02-11 03:58:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,48.2,S,CAM-02-2
OBS-0003043,2026-02-24 19:27:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,22.1,E,CAM-06-3
